// 2000	300
92.7	155	161.66	90	299	299
84.7	155	132.92	90	299	299
76.1	155	115.96	77	299	299
73.4	155	105.12	32	299	299
64.3	135	94.42	32	299	299
55.8	135	84.18	32	299	299
57.1	135	79.52	32	299	299
53.8	110	70.86	32	299	299
48.3	125	59.78	32	299	299
42.3	125	50.92	32	299	299
39.7	125	44.76	16	299	299
38.9	125	40.58	0	299	299
42	125	36.74	0	299	299
41.1	120	28.3	0	299	299
39.7	115	20.62	0	299	299
41.4	115	13.32	0	299	299
36.3	105	8.32	0	299	299
38	115	4.48	0	299	299
34.9	105	0.32	0	299	299
36.9	105	0.32	0	299	299
38.1	105	0.32	0	299	299
39.4	105	0.32	0	299	299
40.5	105	0.32	0	299	299
41.2	105	0.32	0	299	299
41.4	105	0.32	0	299	299
43.2	105	0.32	0	299	299
45.7	135	0.96	0	299	299
46.5	135	0.96	0	299	299
47.2	135	0.96	0	299	299
47.8	135	0.96	0	299	299
49.1	135	1.12	0	299	299
49.4	135	1.12	0	299	299
51	135	1.44	0	299	299
51.8	135	1.44	0	299	299
52.1	135	1.44	0	299	299
54.6	135	1.6	0	299	299
53.9	105	0.8	0	299	299
54.5	105	0.8	0	299	299
54.9	105	0.8	0	299	299
56	105	0.64	0	299	299
56	105	0.64	0	299	299
57.1	105	0.96	0	299	299
57.3	105	0.96	0	299	299
58.8	105	0.96	0	299	299
59.6	105	1.12	0	299	299
59.7	105	1.12	0	299	299
60.7	105	1.12	0	299	299
61.7	105	1.12	0	299	299
61.9	105	1.12	0	299	299
62.1	105	1.12	0	299	299
63.8	105	1.28	0	299	299
65	105	1.6	0	299	299
67	105	1.92	0	299	299
68.8	105	2.24	0	299	299
68.8	105	1.6	0	299	299
69.2	105	1.28	0	299	299
72.1	105	1.6	0	299	299
74.9	105	2.08	0	299	299
78.8	105	2.24	0	299	299
78.5	105	1.44	0	299	299
78.9	100	0.64	0	299	299
80.5	100	0.16	0	299	299
83.5	100	0	0	299	299
84.9	100	0	0	299	299
86.7	100	0	0	299	299
88.8	100	0	0	299	299
89.9	100	0	0	299	299
91.3	115	0	0	299	299
93.5	115	0.16	0	299	299
94.8	115	0.16	0	299	299
96.6	115	0.16	0	299	299
98.2	115	0.16	0	299	299
99.6	115	0.32	0	299	299
99.4	115	0	0	299	299
100.6	120	0.16	0	299	299
101.6	120	0.32	0	299	299
103.6	120	0.48	0	299	299
102.9	120	0	0	299	299
104	125	0	0	299	299
104.3	125	0	0	299	299
104.6	125	0	0	299	299
105.9	125	0	0	299	299
106.8	125	0	0	299	299
107.6	125	0	0	299	299
107.8	125	0	0	299	299
108.1	125	0	0	299	299
109	125	0	0	299	299
110.1	125	0	0	299	299
111.1	125	0	0	299	299
111.4	125	0	0	299	299
111.7	125	0	0	299	299
111.8	125	0	0	299	299
111.8	125	0	0	299	299
112.1	125	0	0	299	299
112.7	125	0	0	299	299
112.8	125	0	0	299	299
113	125	0	0	299	299
113.4	125	0	0	299	299
113.4	125	0	0	299	299
114.1	135	0	0	299	299
