dmg_ene dmg_my  win_loop hp_my   hp_ene rank


//3010	300
260	109	299	800	270	0
255	88	299	800	270	0
240	61	299	800	270	0
195	0	299	800	270	0
260	109	299	800	270	0
215	45	299	800	270	0
265	122	299	800	270	0
195	0	299	800	270	0
240	61	299	800	270	0
260	109	299	800	270	0
240	61	299	800	270	0
240	61	299	800	270	0
195	0	299	800	270	0
240	61	299	800	270	0
195	0	299	800	270	0
260	109	299	800	270	0
240	61	299	800	270	0
240	61	299	800	270	0
265	122	299	800	270	0
195	0	299	800	270	0
240	61	299	800	270	0
240	61	299	800	270	0
195	0	299	800	270	0
190	0	299	800	270	1
260	117	299	800	270	1
210	45	299	800	270	1
235	61	299	800	270	1
195	8	299	800	270	1
255	96	299	800	270	1
195	8	299	800	270	1
235	61	299	800	270	1
210	45	299	800	270	1
250	88	299	800	270	1
250	88	299	800	270	1
260	117	299	800	270	1
190	0	299	800	270	1
190	0	299	800	270	1
190	0	299	800	270	1
190	0	299	800	270	1
190	0	299	800	270	1
190	0	299	800	270	1
190	0	299	800	270	1
190	0	299	800	270	1
190	0	299	800	270	1
190	0	299	800	270	1
190	0	299	800	270	1
190	0	299	800	270	1
190	0	299	800	270	1
190	0	299	800	270	1
190	0	299	800	270	1

//3010	300
285	112	299	800	270	0
160	0	299	800	270	0
220	72	299	800	270	0
250	101	299	800	270	0
175	32	299	800	270	0
175	32	299	800	270	0
240	88	299	800	270	0
225	80	299	800	270	0
165	16	299	800	270	0
160	0	299	800	270	0
170	24	299	800	270	0
165	16	299	800	270	0
170	24	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
160	0	299	800	270	0
160	0	299	800	270	0
160	0	299	800	270	0
160	0	299	800	270	0
160	0	299	800	270	0
160	0	299	800	270	0
175	32	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0
165	16	299	800	270	0

//3010	300
290	77	299	800	270	0
295	93	299	800	270	0
295	93	299	800	270	0
300	101	299	800	270	0
285	53	299	800	270	0
245	16	299	800	270	0
170	0	299	800	270	0
315	106	299	800	270	0
280	45	299	800	270	0
290	77	299	800	270	0
310	106	299	800	270	1
155	0	299	800	270	1
240	16	299	800	270	1
290	93	299	800	270	1
290	93	299	800	270	1
315	109	299	800	270	1
240	16	299	800	270	1
285	61	299	800	270	1
295	101	299	800	270	1
275	45	299	800	270	1
295	101	299	800	270	1
240	16	299	800	270	1
140	0	299	800	270	2
270	53	299	800	270	2
265	45	299	800	270	2
265	45	299	800	270	2
265	45	299	800	270	2
265	45	299	800	270	2
305	106	299	800	270	2
235	16	299	800	270	2
290	101	299	800	270	2
275	61	299	800	270	2
310	109	299	800	270	2
310	109	299	800	270	2
285	77	299	800	270	2
275	61	299	800	270	2
315	122	299	800	270	2
140	0	299	800	270	2
135	0	299	800	270	3
265	69	299	800	270	3
295	106	299	800	270	3
315	125	299	800	270	3
280	88	299	800	270	3
275	77	299	800	270	3
260	45	299	800	270	3
305	109	299	800	270	3
235	32	299	800	270	3
230	16	299	800	270	3
135	0	299	800	270	3
230	16	299	800	270	3

//3010	300
260	106	299	800	270	0
240	77	299	800	270	0
240	77	299	800	270	0
240	77	299	800	270	0
210	32	299	800	270	0
240	77	299	800	270	0
230	61	299	800	270	0
215	45	299	800	270	0
265	122	299	800	270	0
245	90	299	800	270	0
220	48	299	800	270	0
230	61	299	800	270	0
280	130	299	800	270	0
170	0	299	800	270	0
215	45	299	800	270	0
235	77	299	800	270	1
210	45	299	800	270	1
235	77	299	800	270	1
240	85	299	800	270	1
280	138	299	800	270	1
210	45	299	800	270	1
225	61	299	800	270	1
170	16	299	800	270	1
210	45	299	800	270	1
245	93	299	800	270	1
215	53	299	800	270	1
225	61	299	800	270	1
165	0	299	800	270	1
195	32	299	800	270	1
245	93	299	800	270	1
265	130	299	800	270	1
235	77	299	800	270	1
250	122	299	800	270	1
210	45	299	800	270	1
170	16	299	800	270	1
170	16	299	800	270	1
195	32	299	800	270	1
235	77	299	800	270	1
170	16	299	800	270	1
195	32	299	800	270	1
265	130	299	800	270	1
235	77	299	800	270	1
235	77	299	800	270	1
245	93	299	800	270	1
210	45	299	800	270	1
280	154	299	800	270	2
160	0	299	800	270	2
190	32	299	800	270	2
245	106	299	800	270	2
165	8	299	800	270	2

//3010	300
260	61	299	800	270	0
245	0	299	800	270	0
255	48	299	800	270	0
250	16	299	800	270	0
250	16	299	800	270	0
260	77	299	800	270	1
245	8	299	800	270	1
