tcp        0      0 127.0.0.1:4480          0.0.0.0:*               LISTEN      36569/SC2_x64       
udp        0      0 127.0.0.1:4482          0.0.0.0:*                           36485/SC2_x64       
tcp        0      0 127.0.0.1:4483          0.0.0.0:*               LISTEN      36485/SC2_x64       
udp        0      0 127.0.0.1:4484          0.0.0.0:*                           36569/SC2_x64       
tcp        0      0 127.0.0.1:4485          0.0.0.0:*               LISTEN      36569/SC2_x64       
tcp        0      0 127.0.0.1:4489          0.0.0.0:*               LISTEN      36417/SC2_x64       
tcp        0      0 127.0.0.1:4490          0.0.0.0:*               LISTEN      36492/SC2_x64       
udp        0      0 127.0.0.1:4492          0.0.0.0:*                           36417/SC2_x64       
tcp        0      0 127.0.0.1:4493          0.0.0.0:*               LISTEN      36417/SC2_x64       
udp        0      0 127.0.0.1:4494          0.0.0.0:*                           36492/SC2_x64       
tcp        0      0 127.0.0.1:4495          0.0.0.0:*               LISTEN      36492/SC2_x64       
tcp        0      0 127.0.0.1:4499          0.0.0.0:*               LISTEN      36427/SC2_x64       
tcp        0      0 127.0.0.1:4500          0.0.0.0:*               LISTEN      36581/SC2_x64       
udp        0      0 127.0.0.1:4502          0.0.0.0:*                           36427/SC2_x64       
tcp        0      0 127.0.0.1:4503          0.0.0.0:*               LISTEN      36427/SC2_x64       
udp        0      0 127.0.0.1:4504          0.0.0.0:*                           36581/SC2_x64       
tcp        0      0 127.0.0.1:4505          0.0.0.0:*               LISTEN      36581/SC2_x64       
tcp        0      0 127.0.0.1:4509          0.0.0.0:*               LISTEN      36436/SC2_x64       
tcp        0      0 127.0.0.1:4510          0.0.0.0:*               LISTEN      36525/SC2_x64       
udp        0      0 127.0.0.1:4512          0.0.0.0:*                           36436/SC2_x64       
tcp        0      0 127.0.0.1:4513          0.0.0.0:*               LISTEN      36436/SC2_x64       
udp        0      0 127.0.0.1:4514          0.0.0.0:*                           36525/SC2_x64       
tcp        0      0 127.0.0.1:4515          0.0.0.0:*               LISTEN      36525/SC2_x64       
tcp        0      0 127.0.0.1:4519          0.0.0.0:*               LISTEN      36528/SC2_x64       
tcp        0      0 127.0.0.1:4520          0.0.0.0:*               LISTEN      36592/SC2_x64       
udp        0      0 127.0.0.1:4522          0.0.0.0:*                           36528/SC2_x64       
tcp        0      0 127.0.0.1:4523          0.0.0.0:*               LISTEN      36528/SC2_x64       
udp        0      0 127.0.0.1:4524          0.0.0.0:*                           36592/SC2_x64       
tcp        0      0 127.0.0.1:4525          0.0.0.0:*               LISTEN      36592/SC2_x64       
tcp        0      0 127.0.0.1:4529          0.0.0.0:*               LISTEN      36591/SC2_x64       
tcp        0      0 127.0.0.1:4530          0.0.0.0:*               LISTEN      36764/SC2_x64       
udp        0      0 127.0.0.1:4532          0.0.0.0:*                           36591/SC2_x64       
tcp        0      0 127.0.0.1:4533          0.0.0.0:*               LISTEN      36591/SC2_x64       
udp        0      0 127.0.0.1:4534          0.0.0.0:*                           36764/SC2_x64       
tcp        0      0 127.0.0.1:4535          0.0.0.0:*               LISTEN      36764/SC2_x64       
tcp        0      0 127.0.0.1:4539          0.0.0.0:*               LISTEN      36598/SC2_x64       
tcp        0      0 127.0.0.1:4540          0.0.0.0:*               LISTEN      36600/SC2_x64       
udp        0      0 127.0.0.1:4542          0.0.0.0:*                           36598/SC2_x64       
tcp        0      0 127.0.0.1:4543          0.0.0.0:*               LISTEN      36598/SC2_x64       
udp        0      0 127.0.0.1:4544          0.0.0.0:*                           36600/SC2_x64       
tcp        0      0 127.0.0.1:4545          0.0.0.0:*               LISTEN      36600/SC2_x64       
tcp        0      0 127.0.0.1:4549          0.0.0.0:*               LISTEN      36610/SC2_x64       
tcp        0      0 127.0.0.1:4550          0.0.0.0:*               LISTEN      36630/SC2_x64       
udp        0      0 127.0.0.1:4552          0.0.0.0:*                           36610/SC2_x64       
tcp        0      0 127.0.0.1:4553          0.0.0.0:*               LISTEN      36610/SC2_x64       
udp        0      0 127.0.0.1:4554          0.0.0.0:*                           36630/SC2_x64       
tcp        0      0 127.0.0.1:4555          0.0.0.0:*               LISTEN      36630/SC2_x64       
tcp        0      0 127.0.0.1:4559          0.0.0.0:*               LISTEN      36461/SC2_x64       
tcp        0      0 127.0.0.1:4560          0.0.0.0:*               LISTEN      36551/SC2_x64       
udp        0      0 127.0.0.1:4562          0.0.0.0:*                           36461/SC2_x64       
tcp        0      0 127.0.0.1:4563          0.0.0.0:*               LISTEN      36461/SC2_x64       
udp        0      0 127.0.0.1:4564          0.0.0.0:*                           36551/SC2_x64       
tcp        0      0 127.0.0.1:4565          0.0.0.0:*               LISTEN      36551/SC2_x64       
tcp        0      0 127.0.0.1:4569          0.0.0.0:*               LISTEN      36564/SC2_x64       
tcp        0      0 127.0.0.1:4570          0.0.0.0:*               LISTEN      36639/SC2_x64       
udp        0      0 127.0.0.1:4572          0.0.0.0:*                           36564/SC2_x64       
tcp        0      0 127.0.0.1:4573          0.0.0.0:*               LISTEN      36564/SC2_x64       
udp        0      0 127.0.0.1:4574          0.0.0.0:*                           36639/SC2_x64       
tcp        0      0 127.0.0.1:4575          0.0.0.0:*               LISTEN      36639/SC2_x64       
tcp        0      0 127.0.0.1:4579          0.0.0.0:*               LISTEN      36636/SC2_x64       
tcp        0      0 127.0.0.1:4580          0.0.0.0:*               LISTEN      36915/SC2_x64       
udp        0      0 127.0.0.1:4582          0.0.0.0:*                           36636/SC2_x64       
tcp        0      0 127.0.0.1:4583          0.0.0.0:*               LISTEN      36636/SC2_x64       
udp        0      0 127.0.0.1:4584          0.0.0.0:*                           36915/SC2_x64       
tcp        0      0 127.0.0.1:4585          0.0.0.0:*               LISTEN      36915/SC2_x64       
tcp        0      0 127.0.0.1:4589          0.0.0.0:*               LISTEN      36566/SC2_x64       
tcp        0      0 127.0.0.1:4590          0.0.0.0:*               LISTEN      36568/SC2_x64       
udp        0      0 127.0.0.1:4592          0.0.0.0:*                           36566/SC2_x64       
tcp        0      0 127.0.0.1:4593          0.0.0.0:*               LISTEN      36566/SC2_x64       
udp        0      0 127.0.0.1:4594          0.0.0.0:*                           36568/SC2_x64       
tcp        0      0 127.0.0.1:4595          0.0.0.0:*               LISTEN      36568/SC2_x64       
tcp        0      0 127.0.0.1:4599          0.0.0.0:*               LISTEN      36489/SC2_x64       
tcp        0      0 127.0.0.1:4600          0.0.0.0:*               LISTEN      36571/SC2_x64       
udp        0      0 127.0.0.1:4602          0.0.0.0:*                           36489/SC2_x64       
tcp        0      0 127.0.0.1:4603          0.0.0.0:*               LISTEN      36489/SC2_x64       
udp        0      0 127.0.0.1:4604          0.0.0.0:*                           36571/SC2_x64       
tcp        0      0 127.0.0.1:4605          0.0.0.0:*               LISTEN      36571/SC2_x64       
tcp        0      0 127.0.0.1:4609          0.0.0.0:*               LISTEN      36994/SC2_x64       
tcp        0      0 127.0.0.1:4610          0.0.0.0:*               LISTEN      37211/SC2_x64       
udp        0      0 127.0.0.1:4612          0.0.0.0:*                           36994/SC2_x64       
tcp        0      0 127.0.0.1:4613          0.0.0.0:*               LISTEN      36994/SC2_x64       
udp        0      0 127.0.0.1:4614          0.0.0.0:*                           37211/SC2_x64       
tcp        0      0 127.0.0.1:4615          0.0.0.0:*               LISTEN      37211/SC2_x64       
tcp        0      0 127.0.0.1:4619          0.0.0.0:*               LISTEN      36516/SC2_x64       
tcp        0      0 127.0.0.1:4620          0.0.0.0:*               LISTEN      37073/SC2_x64       
udp        0      0 127.0.0.1:4622          0.0.0.0:*                           36516/SC2_x64       
tcp        0      0 127.0.0.1:4623          0.0.0.0:*               LISTEN      36516/SC2_x64       
udp        0      0 127.0.0.1:4624          0.0.0.0:*                           37073/SC2_x64       
tcp        0      0 127.0.0.1:4625          0.0.0.0:*               LISTEN      37073/SC2_x64       
tcp        0      0 127.0.0.1:4629          0.0.0.0:*               LISTEN      36583/SC2_x64       
tcp        0      0 127.0.0.1:4630          0.0.0.0:*               LISTEN      36711/SC2_x64       
udp        0      0 127.0.0.1:4632          0.0.0.0:*                           36583/SC2_x64       
tcp        0      0 127.0.0.1:4633          0.0.0.0:*               LISTEN      36583/SC2_x64       
udp        0      0 127.0.0.1:4634          0.0.0.0:*                           36711/SC2_x64       
tcp        0      0 127.0.0.1:4635          0.0.0.0:*               LISTEN      36711/SC2_x64       
tcp        0      0 127.0.0.1:4639          0.0.0.0:*               LISTEN      36746/SC2_x64       
tcp        0      0 127.0.0.1:4640          0.0.0.0:*               LISTEN      37174/SC2_x64       
udp        0      0 127.0.0.1:4642          0.0.0.0:*                           36746/SC2_x64       
tcp        0      0 127.0.0.1:4643          0.0.0.0:*               LISTEN      36746/SC2_x64       
udp        0      0 127.0.0.1:4644          0.0.0.0:*                           37174/SC2_x64       
tcp        0      0 127.0.0.1:4645          0.0.0.0:*               LISTEN      37174/SC2_x64       
tcp        0      0 127.0.0.1:4649          0.0.0.0:*               LISTEN      36590/SC2_x64       
tcp        0      0 127.0.0.1:4650          0.0.0.0:*               LISTEN      37153/SC2_x64       
udp        0      0 127.0.0.1:4652          0.0.0.0:*                           36590/SC2_x64       
tcp        0      0 127.0.0.1:4653          0.0.0.0:*               LISTEN      36590/SC2_x64       
udp        0      0 127.0.0.1:4654          0.0.0.0:*                           37153/SC2_x64       
tcp        0      0 127.0.0.1:4655          0.0.0.0:*               LISTEN      37153/SC2_x64       
tcp        0      0 127.0.0.1:4659          0.0.0.0:*               LISTEN      36533/SC2_x64       
tcp        0      0 127.0.0.1:4660          0.0.0.0:*               LISTEN      36790/SC2_x64       
udp        0      0 127.0.0.1:4662          0.0.0.0:*                           36533/SC2_x64       
tcp        0      0 127.0.0.1:4663          0.0.0.0:*               LISTEN      36533/SC2_x64       
udp        0      0 127.0.0.1:4664          0.0.0.0:*                           36790/SC2_x64       
tcp        0      0 127.0.0.1:4665          0.0.0.0:*               LISTEN      36790/SC2_x64       
tcp        0      0 127.0.0.1:4669          0.0.0.0:*               LISTEN      36785/SC2_x64       
tcp        0      0 127.0.0.1:4670          0.0.0.0:*               LISTEN      37182/SC2_x64       
udp        0      0 127.0.0.1:4672          0.0.0.0:*                           36785/SC2_x64       
tcp        0      0 127.0.0.1:4673          0.0.0.0:*               LISTEN      36785/SC2_x64       
udp        0      0 127.0.0.1:4674          0.0.0.0:*                           37182/SC2_x64       
tcp        0      0 127.0.0.1:4675          0.0.0.0:*               LISTEN      37182/SC2_x64       
tcp        0      0 127.0.0.1:4679          0.0.0.0:*               LISTEN      36815/SC2_x64       
tcp        0      0 127.0.0.1:4680          0.0.0.0:*               LISTEN      36821/SC2_x64       
udp        0      0 127.0.0.1:4682          0.0.0.0:*                           36815/SC2_x64       
tcp        0      0 127.0.0.1:4683          0.0.0.0:*               LISTEN      36815/SC2_x64       
udp        0      0 127.0.0.1:4684          0.0.0.0:*                           36821/SC2_x64       
tcp        0      0 127.0.0.1:4685          0.0.0.0:*               LISTEN      36821/SC2_x64       
tcp        0      0 127.0.0.1:4689          0.0.0.0:*               LISTEN      36543/SC2_x64       
tcp        0      0 127.0.0.1:4690          0.0.0.0:*               LISTEN      36613/SC2_x64       
udp        0      0 127.0.0.1:4692          0.0.0.0:*                           36543/SC2_x64       
tcp        0      0 127.0.0.1:4693          0.0.0.0:*               LISTEN      36543/SC2_x64       
udp        0      0 127.0.0.1:4694          0.0.0.0:*                           36613/SC2_x64       
tcp        0      0 127.0.0.1:4695          0.0.0.0:*               LISTEN      36613/SC2_x64       
tcp        0      0 127.0.0.1:4699          0.0.0.0:*               LISTEN      37194/SC2_x64       
tcp        0      0 127.0.0.1:4700          0.0.0.0:*               LISTEN      37209/SC2_x64       
udp        0      0 127.0.0.1:4702          0.0.0.0:*                           37194/SC2_x64       
tcp        0      0 127.0.0.1:4703          0.0.0.0:*               LISTEN      37194/SC2_x64       
udp        0      0 127.0.0.1:4704          0.0.0.0:*                           37209/SC2_x64       
tcp        0      0 127.0.0.1:4705          0.0.0.0:*               LISTEN      37209/SC2_x64       
tcp        0      0 127.0.0.1:4709          0.0.0.0:*               LISTEN      36607/SC2_x64       
tcp        0      0 127.0.0.1:4710          0.0.0.0:*               LISTEN      36823/SC2_x64       
udp        0      0 127.0.0.1:4712          0.0.0.0:*                           36607/SC2_x64       
tcp        0      0 127.0.0.1:4713          0.0.0.0:*               LISTEN      36607/SC2_x64       
udp        0      0 127.0.0.1:4714          0.0.0.0:*                           36823/SC2_x64       
tcp        0      0 127.0.0.1:4715          0.0.0.0:*               LISTEN      36823/SC2_x64       
tcp        0      0 127.0.0.1:4719          0.0.0.0:*               LISTEN      36608/SC2_x64       
tcp        0      0 127.0.0.1:4720          0.0.0.0:*               LISTEN      36834/SC2_x64       
udp        0      0 127.0.0.1:4722          0.0.0.0:*                           36608/SC2_x64       
tcp        0      0 127.0.0.1:4723          0.0.0.0:*               LISTEN      36608/SC2_x64       
udp        0      0 127.0.0.1:4724          0.0.0.0:*                           36834/SC2_x64       
tcp        0      0 127.0.0.1:4725          0.0.0.0:*               LISTEN      36834/SC2_x64       
tcp        0      0 127.0.0.1:4729          0.0.0.0:*               LISTEN      36824/SC2_x64       
tcp        0      0 127.0.0.1:4730          0.0.0.0:*               LISTEN      37249/SC2_x64       
udp        0      0 127.0.0.1:4732          0.0.0.0:*                           36824/SC2_x64       
tcp        0      0 127.0.0.1:4733          0.0.0.0:*               LISTEN      36824/SC2_x64       
udp        0      0 127.0.0.1:4734          0.0.0.0:*                           37249/SC2_x64       
tcp        0      0 127.0.0.1:4735          0.0.0.0:*               LISTEN      37249/SC2_x64       
tcp        0      0 127.0.0.1:4739          0.0.0.0:*               LISTEN      36545/SC2_x64       
tcp        0      0 127.0.0.1:4740          0.0.0.0:*               LISTEN      36616/SC2_x64       
udp        0      0 127.0.0.1:4742          0.0.0.0:*                           36545/SC2_x64       
tcp        0      0 127.0.0.1:4743          0.0.0.0:*               LISTEN      36545/SC2_x64       
udp        0      0 127.0.0.1:4744          0.0.0.0:*                           36616/SC2_x64       
tcp        0      0 127.0.0.1:4745          0.0.0.0:*               LISTEN      36616/SC2_x64       
tcp        0      0 127.0.0.1:4749          0.0.0.0:*               LISTEN      36851/SC2_x64       
tcp        0      0 127.0.0.1:4750          0.0.0.0:*               LISTEN      36853/SC2_x64       
udp        0      0 127.0.0.1:4752          0.0.0.0:*                           36851/SC2_x64       
tcp        0      0 127.0.0.1:4753          0.0.0.0:*               LISTEN      36851/SC2_x64       
udp        0      0 127.0.0.1:4754          0.0.0.0:*                           36853/SC2_x64       
tcp        0      0 127.0.0.1:4755          0.0.0.0:*               LISTEN      36853/SC2_x64       
tcp        0      0 127.0.0.1:4759          0.0.0.0:*               LISTEN      36634/SC2_x64       
tcp        0      0 127.0.0.1:4760          0.0.0.0:*               LISTEN      36873/SC2_x64       
udp        0      0 127.0.0.1:4762          0.0.0.0:*                           36634/SC2_x64       
tcp        0      0 127.0.0.1:4763          0.0.0.0:*               LISTEN      36634/SC2_x64       
udp        0      0 127.0.0.1:4764          0.0.0.0:*                           36873/SC2_x64       
tcp        0      0 127.0.0.1:4765          0.0.0.0:*               LISTEN      36873/SC2_x64       
tcp        0      0 127.0.0.1:4769          0.0.0.0:*               LISTEN      36633/SC2_x64       
tcp        0      0 127.0.0.1:4770          0.0.0.0:*               LISTEN      37206/SC2_x64       
udp        0      0 127.0.0.1:4772          0.0.0.0:*                           36633/SC2_x64       
tcp        0      0 127.0.0.1:4773          0.0.0.0:*               LISTEN      36633/SC2_x64       
udp        0      0 127.0.0.1:4774          0.0.0.0:*                           37206/SC2_x64       
tcp        0      0 127.0.0.1:4775          0.0.0.0:*               LISTEN      37206/SC2_x64       
tcp        0      0 127.0.0.1:4779          0.0.0.0:*               LISTEN      36651/SC2_x64       
tcp        0      0 127.0.0.1:4780          0.0.0.0:*               LISTEN      36653/SC2_x64       
udp        0      0 127.0.0.1:4782          0.0.0.0:*                           36651/SC2_x64       
tcp        0      0 127.0.0.1:4783          0.0.0.0:*               LISTEN      36651/SC2_x64       
udp        0      0 127.0.0.1:4784          0.0.0.0:*                           36653/SC2_x64       
tcp        0      0 127.0.0.1:4785          0.0.0.0:*               LISTEN      36653/SC2_x64       
tcp        0      0 127.0.0.1:4789          0.0.0.0:*               LISTEN      36930/SC2_x64       
tcp        0      0 127.0.0.1:4790          0.0.0.0:*               LISTEN      36958/SC2_x64       
udp        0      0 127.0.0.1:4792          0.0.0.0:*                           36930/SC2_x64       
tcp        0      0 127.0.0.1:4793          0.0.0.0:*               LISTEN      36930/SC2_x64       
udp        0      0 127.0.0.1:4794          0.0.0.0:*                           36958/SC2_x64       
tcp        0      0 127.0.0.1:4795          0.0.0.0:*               LISTEN      36958/SC2_x64       
tcp        0      0 127.0.0.1:4799          0.0.0.0:*               LISTEN      36649/SC2_x64       
tcp        0      0 127.0.0.1:4800          0.0.0.0:*               LISTEN      37260/SC2_x64       
udp        0      0 127.0.0.1:4802          0.0.0.0:*                           36649/SC2_x64       
tcp        0      0 127.0.0.1:4803          0.0.0.0:*               LISTEN      36649/SC2_x64       
udp        0      0 127.0.0.1:4804          0.0.0.0:*                           37260/SC2_x64       
tcp        0      0 127.0.0.1:4805          0.0.0.0:*               LISTEN      37260/SC2_x64       
tcp        0      0 127.0.0.1:4809          0.0.0.0:*               LISTEN      37210/SC2_x64       
tcp        0      0 127.0.0.1:4810          0.0.0.0:*               LISTEN      37268/SC2_x64       
udp        0      0 127.0.0.1:4812          0.0.0.0:*                           37210/SC2_x64       
tcp        0      0 127.0.0.1:4813          0.0.0.0:*               LISTEN      37210/SC2_x64       
udp        0      0 127.0.0.1:4814          0.0.0.0:*                           37268/SC2_x64       
tcp        0      0 127.0.0.1:4815          0.0.0.0:*               LISTEN      37268/SC2_x64       
tcp        0      0 127.0.0.1:4819          0.0.0.0:*               LISTEN      37029/SC2_x64       
tcp        0      0 127.0.0.1:4820          0.0.0.0:*               LISTEN      37244/SC2_x64       
udp        0      0 127.0.0.1:4822          0.0.0.0:*                           37029/SC2_x64       
tcp        0      0 127.0.0.1:4823          0.0.0.0:*               LISTEN      37029/SC2_x64       
udp        0      0 127.0.0.1:4824          0.0.0.0:*                           37244/SC2_x64       
tcp        0      0 127.0.0.1:4825          0.0.0.0:*               LISTEN      37244/SC2_x64       
tcp        0      0 127.0.0.1:4829          0.0.0.0:*               LISTEN      36573/SC2_x64       
tcp        0      0 127.0.0.1:4830          0.0.0.0:*               LISTEN      36656/SC2_x64       
udp        0      0 127.0.0.1:4832          0.0.0.0:*                           36573/SC2_x64       
tcp        0      0 127.0.0.1:4833          0.0.0.0:*               LISTEN      36573/SC2_x64       
udp        0      0 127.0.0.1:4834          0.0.0.0:*                           36656/SC2_x64       
tcp        0      0 127.0.0.1:4835          0.0.0.0:*               LISTEN      36656/SC2_x64       
tcp        0      0 127.0.0.1:4839          0.0.0.0:*               LISTEN      36670/SC2_x64       
tcp        0      0 127.0.0.1:4840          0.0.0.0:*               LISTEN      37109/SC2_x64       
udp        0      0 127.0.0.1:4842          0.0.0.0:*                           36670/SC2_x64       
tcp        0      0 127.0.0.1:4843          0.0.0.0:*               LISTEN      36670/SC2_x64       
udp        0      0 127.0.0.1:4844          0.0.0.0:*                           37109/SC2_x64       
tcp        0      0 127.0.0.1:4845          0.0.0.0:*               LISTEN      37109/SC2_x64       
tcp        0      0 127.0.0.1:4849          0.0.0.0:*               LISTEN      37040/SC2_x64       
tcp        0      0 127.0.0.1:4850          0.0.0.0:*               LISTEN      37232/SC2_x64       
udp        0      0 127.0.0.1:4852          0.0.0.0:*                           37040/SC2_x64       
tcp        0      0 127.0.0.1:4853          0.0.0.0:*               LISTEN      37040/SC2_x64       
udp        0      0 127.0.0.1:4854          0.0.0.0:*                           37232/SC2_x64       
tcp        0      0 127.0.0.1:4855          0.0.0.0:*               LISTEN      37232/SC2_x64       
tcp        0      0 127.0.0.1:4859          0.0.0.0:*               LISTEN      36686/SC2_x64       
tcp        0      0 127.0.0.1:4860          0.0.0.0:*               LISTEN      37118/SC2_x64       
udp        0      0 127.0.0.1:4862          0.0.0.0:*                           36686/SC2_x64       
tcp        0      0 127.0.0.1:4863          0.0.0.0:*               LISTEN      36686/SC2_x64       
udp        0      0 127.0.0.1:4864          0.0.0.0:*                           37118/SC2_x64       
tcp        0      0 127.0.0.1:4865          0.0.0.0:*               LISTEN      37118/SC2_x64       
tcp        0      0 127.0.0.1:4869          0.0.0.0:*               LISTEN      36585/SC2_x64       
tcp        0      0 127.0.0.1:4870          0.0.0.0:*               LISTEN      37136/SC2_x64       
udp        0      0 127.0.0.1:4872          0.0.0.0:*                           36585/SC2_x64       
tcp        0      0 127.0.0.1:4873          0.0.0.0:*               LISTEN      36585/SC2_x64       
udp        0      0 127.0.0.1:4874          0.0.0.0:*                           37136/SC2_x64       
tcp        0      0 127.0.0.1:4875          0.0.0.0:*               LISTEN      37136/SC2_x64       
tcp        0      0 127.0.0.1:4879          0.0.0.0:*               LISTEN      36587/SC2_x64       
tcp        0      0 127.0.0.1:4880          0.0.0.0:*               LISTEN      36588/SC2_x64       
udp        0      0 127.0.0.1:4882          0.0.0.0:*                           36587/SC2_x64       
tcp        0      0 127.0.0.1:4883          0.0.0.0:*               LISTEN      36587/SC2_x64       
udp        0      0 127.0.0.1:4884          0.0.0.0:*                           36588/SC2_x64       
tcp        0      0 127.0.0.1:4885          0.0.0.0:*               LISTEN      36588/SC2_x64       
tcp        0      0 127.0.0.1:4889          0.0.0.0:*               LISTEN      36724/SC2_x64       
tcp        0      0 127.0.0.1:4890          0.0.0.0:*               LISTEN      37145/SC2_x64       
udp        0      0 127.0.0.1:4892          0.0.0.0:*                           36724/SC2_x64       
tcp        0      0 127.0.0.1:4893          0.0.0.0:*               LISTEN      36724/SC2_x64       
udp        0      0 127.0.0.1:4894          0.0.0.0:*                           37145/SC2_x64       
tcp        0      0 127.0.0.1:4895          0.0.0.0:*               LISTEN      37145/SC2_x64       
tcp        0      0 127.0.0.1:631           0.0.0.0:*               LISTEN      89829/cupsd         
udp        0      0 127.0.0.53:53           0.0.0.0:*                           26849/systemd-resol 
tcp        0      0 127.0.0.53:53           0.0.0.0:*               LISTEN      26849/systemd-resol 
tcp6       0      0 ::1:3350                :::*                    LISTEN      2288/xrdp-sesman    
tcp6       0      0 :::139                  :::*                    LISTEN      2355/smbd           
tcp6       0      0 ::1:631                 :::*                    LISTEN      89829/cupsd         
udp        0      0 172.24.151.175:137      0.0.0.0:*                           2258/nmbd           
udp        0      0 172.24.151.175:138      0.0.0.0:*                           2258/nmbd           
udp        0      0 172.24.255.255:137      0.0.0.0:*                           2258/nmbd           
udp        0      0 172.24.255.255:138      0.0.0.0:*                           2258/nmbd           
tcp6       0      0 :::22                   :::*                    LISTEN      2263/sshd           
tcp6       0      0 :::3389                 :::*                    LISTEN      2347/xrdp           
tcp6       0      0 :::445                  :::*                    LISTEN      2355/smbd           
udp6       0      0 :::52308                :::*                                1669/avahi-daemon:  
udp6       0      0 :::5353                 :::*                                1669/avahi-daemon:  
udp6       0      0 :::973                  :::*                                1645/rpcbind        
Proto Recv-Q Send-Q Local Address           Foreign Address         State       PID/Program name    
Active Internet connections (only servers)
